donde_estas_trabajando,dedicacion,tipo_de_contrato,ultimo_salario_mensual_o_retiro_bruto_en_tu_moneda_local,trabajo_de,anos_de_experiencia,plataformas_que_utilizas_en_tu_puesto_actual,lenguajes_de_programacion_o_tecnologias_que_utilices_en_tu_puesto_actual,frameworksherramientas_y_librerias_que_utilices_en_tu_puesto_actual,bases_de_datos,qa_testing,tengo_edad,me_identifico_genero,seniority
Mendoza,Full-Time,Staff (planta permanente),1053000,SysAdmin / DevOps / SRE,10,"Amazon Web Services, Docker, Kubernetes, Linux, SAP, VMWare, Windows Server, Proxmox","Bash/Shell, HTML, Python, SQL, yaml, json",Ninguno de los anteriores,"Amazon RDS/Aurora, MariaDB, MongoDB, MySQL",Ninguna de las anteriores,35,Hombre Cis,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),504974,Developer,1,"Azure, Windows Server",".NET, C#, CSS, HTML, Javascript, SQL, TypeScript","Angular, Node.js",Microsoft SQL Server,Ninguna de las anteriores,25,Hombre Cis,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1090000,Developer,3,Ninguna de las anteriores,"CSS, HTML, Javascript","Bootstrap, jQuery",MySQL,Ninguna de las anteriores,29,Mujer Cis,Semi-Senior
Neuquén,Full-Time,Tercerizado (trabajo a través de consultora o agencia),700000,Developer,2,"Arduino o similar, Salesforce","C, C++, C#, CSS, HTML, Java, Javascript","APEX, LWC","SALESFORCE, SOQL",Ninguna de las anteriores,25,Hombre Cis,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2700000,SysAdmin / DevOps / SRE,3,"Amazon Web Services, Azure, Google Cloud Platform, Linux, Windows Server","Bash/Shell, Python, SQL",Ninguno de los anteriores,"Google Cloud Storage, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MySQL, PostgreSQL",Ninguna de las anteriores,38,Hombre Cis,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1450000,Designer,2,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,31,Mujer Cis,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1603000,DBA (Database Administrator),13,"Amazon Web Services, Azure, Docker, Windows Server","Bash/Shell, SQL",Spring,"Microsoft SQL Server, MySQL, Oracle",Ninguna de las anteriores,57,Hombre Cis,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3109560,Scrum Master,10,,,,,,47,Hombre Cis,Senior
Santa Fe,Full-Time,Staff (planta permanente),1800000,Networking,10,"Linux, VMWare, Windows Server, office 365",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,34,Hombre Cis,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),6000000,VP / C-Level,18,"Azure, Google Cloud Platform, OpenShift, VMWare",Ninguno de los anteriores,SAP,Ninguna de las anteriores,Ninguna de las anteriores,42,Hombre Cis,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1075000,Developer,4,Linux,SQL,Ninguno de los anteriores,Oracle,Ninguna de las anteriores,24,Mujer Cis,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2700000,Developer,4,Ninguna de las anteriores,"CSS, Java, Javascript, SQL, TypeScript",Angular,Oracle,JUnit,24,Hombre Cis,Semi-Senior
Buenos Aires,Full-Time,Staff (planta permanente),2500000,Developer,6,"Azure, Kubernetes, Serverless",Java,"Hibernate, Spring","MariaDB, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MySQL",JUnit,33,Hombre Cis,Senior
Salta,Full-Time,Staff (planta permanente),2477000,Developer,20,"Docker, Linux, Windows Server",".NET, C#, CSS, HTML, Javascript, PHP, SQL, TypeScript",".NET Core, Bootstrap, jQuery, React.js, WordPress","MariaDB, Microsoft SQL Server, MySQL","NUnit, Postman, SoapUI, Xunit",42,Hombre Cis,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),950000,UX Designer,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,27,Hombre Cis,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1994000,HelpDesk,2,Windows Server,Ninguno de los anteriores,Ninguno de los anteriores,Microsoft SQL Server,Postman,29,Hombre Cis,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),3400000,Developer,16,Ninguna de las anteriores,Java,Ninguno de los anteriores,Ninguna de las anteriores,JUnit,43,Hombre Cis,Senior
La Pampa,Full-Time,Tercerizado (trabajo a través de consultora o agencia),2200000,QA / Tester,12,JIRA / XRAY,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,"Cucumber, Postman, ",43,Hombre Cis,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,4200000,Manager / Director,9,"Amazon Web Services, Azure, Docker, Firebase, Kubernetes, Linux",".NET, C#, Java, SQL, TypeScript",".NET Core, Angular, Bootstrap, Flutter, Hibernate, Node.js","Microsoft SQL Server, Oracle, PostgreSQL, Redis","JUnit, Postman, SoapUI",44,Hombre Cis,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2026063,Developer,7,Linux,"CSS, HTML, Javascript","Node.js, React.js",Amazon HBase,"Postman, Selenium",37,Mujer Cis,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4422418,Manager / Director,30,"Amazon Web Services, Azure, Linux, SAP, VMWare, Windows Server",PHP,Laravel,"Microsoft SQL Server, PostgreSQL",Ninguna de las anteriores,58,Hombre Cis,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1020000,Developer,2,SAP,"ABAP, ABLS ","SAP, SAP Hana",HANA,Postman,27,Mujer Cis,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),804000,SysAdmin / DevOps / SRE,0,"Arduino o similar, Azure, Docker, Kubernetes, Linux","Arduino, Javascript, Python","Angular, Bootstrap, Cordova, Flutter, jQuery, Node.js, React.js, Vue.js","ElasticSearch, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MongoDB, MySQL, PostgreSQL, SQLite","Postman, SoapUI",28,Hombre Cis,Junior
Buenos Aires,Full-Time,Staff (planta permanente),860000,Developer,1,"Amazon Web Services, Docker, Linux",".NET, C#, CSS, HTML, Javascript, SQL, TypeScript",".NET Core, Node.js, Vue.js",Microsoft SQL Server,Ninguna de las anteriores,29,Hombre Cis,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2300000,Developer,2,"Amazon Web Services, Docker","Go, Java","Hibernate, jQuery, Spring","Amazon DynamoDB, ElasticSearch, MariaDB, Microsoft SQL Server, MongoDB, MySQL, Redis, SQLite","Cucumber, JUnit, Postman",26,Hombre Cis,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1700000,Manager / Director,3,Amazon Web Services,"Python, SQL",Ninguno de los anteriores,"SQLite, Teradata",Ninguna de las anteriores,29,Hombre Cis,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,880000,BI Analyst / Data Analyst,3,Azure,"Python, SQL",TensorFlow,Microsoft SQL Server,Ninguna de las anteriores,23,Hombre Cis,Semi-Senior
Santa Fe,Full-Time,Staff (planta permanente),790000,Data Engineer,1,SAP,"ABAP, SQL","SAP, SAP Hana","HANA, MySQL",Ninguna de las anteriores,27,Hombre Cis,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1100000,Technical Leader,10,"Linux, SAP, Windows Server","Arduino, HTML, SQL","HTMX, SAP","Microsoft SQL Server, MySQL",OpenQA,37,Hombre Cis,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),830000,Technical Support,5,"Amazon Web Services, Azure",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,30,Hombre Cis,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2500000,Developer,6,Ninguna de las anteriores,"Java, Javascript, SQL",Ninguno de los anteriores,IBM Db2,Ninguna de las anteriores,31,Hombre Cis,Senior
Santa Fe,Full-Time,Tercerizado (trabajo a través de consultora o agencia),895000,Developer,2,Google Cloud Platform,Java,Spring,MySQL,JUnit,41,Hombre Cis,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1919812,SysAdmin / DevOps / SRE,4,"Amazon Web Services, Docker, Kubernetes, Linux",Ninguno de los anteriores,Ninguno de los anteriores,"Amazon DynamoDB, MongoDB",Ninguna de las anteriores,24,Mujer Cis,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1962000,Manager / Director,30,"Linux, Solaris, Windows Server",".NET, Bash/Shell, C#, CSS, HTML, Javascript, Python, SQL, VBA",".NET Core, Bootstrap, jQuery, WordPress","MariaDB, Microsoft SQL Server, MySQL, Oracle",Ninguna de las anteriores,50,Hombre Cis,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1627902,Developer,5,"Docker, Firebase, Kubernetes, Linux","Python, SQL","Django, Flask","PostgreSQL, Redis",Ninguna de las anteriores,28,Hombre Cis,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1157004,SysAdmin / DevOps / SRE,2,"Docker, Linux, Windows Server, Asterisk",Ninguno de los anteriores,Ninguno de los anteriores,"Ninguna de las anteriores, ",Ninguna de las anteriores,25,Hombre Cis,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3500000,BI Analyst / Data Analyst,10,"Azure, SAP","Bash/Shell, Python, SQL","SAP, SAP Hana","HANA, MySQL, Snowflake",Ninguna de las anteriores,37,Hombre Cis,Senior
Córdoba,Full-Time,Staff (planta permanente),570000,Developer,5,"Google Cloud Platform, Linux","CSS, HTML, Javascript, PHP, SQL, TypeScript","jQuery, Laravel, React.js, WordPress","MariaDB, MySQL, Oracle, PostgreSQL",Ninguna de las anteriores,25,Hombre Cis,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),700000,BI Analyst / Data Analyst,1,Google Cloud Platform,"Python, SQL",Ninguno de los anteriores,Google Cloud Storage,Ninguna de las anteriores,34,Hombre Cis,Junior
San Juan,Full-Time,Staff (planta permanente),780000,BI Analyst / Data Analyst,10,Ninguna de las anteriores,C,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,43,Hombre Cis,Senior
Buenos Aires,Full-Time,Freelance,1000000,HelpDesk,15,"Arduino o similar, Linux, VMWare, Windows Server","Arduino, Python, SQL, VBA",WordPress,"MySQL, SQLite",Ninguna de las anteriores,30,Hombre Cis,Senior
Buenos Aires,Full-Time,Staff (planta permanente),1800000,Developer,4,"Amazon Web Services, Docker","CSS, HTML, Javascript",Angular,Ninguna de las anteriores,Ninguna de las anteriores,30,Mujer Cis,Semi-Senior
Ciudad Autónoma de Buenos Aires,Part-Time,Staff (planta permanente),874204,Developer,3,"Docker, Linux, SQL Server Managment, Filezilla, WinSCP, KittyPortable","CSS, HTML, Javascript, Python, SQL","Bootstrap, Vue.js",Microsoft SQL Server,Ninguna de las anteriores,26,Hombre Cis,Semi-Senior
Córdoba,Full-Time,Staff (planta permanente),975000,SysAdmin / DevOps / SRE,2,"Docker, Kubernetes, Linux","HTML, Python, SQL",Ninguno de los anteriores,"Cassandra, ElasticSearch, MongoDB, PostgreSQL, Redis",Postman,29,Hombre Cis,Junior
Tucumán,Part-Time,Contractor,910000,Business Analyst,9,Windows Server,".NET, C#, CSS, HTML, Java, Javascript","Bootstrap, jQuery",Microsoft SQL Server,Cucumber,38,Hombre Cis,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2300000,Data Engineer,5,"Docker, Google Cloud Platform, Linux",Python,Spark,"Amazon DynamoDB, ElasticSearch, Google Cloud Storage, SQLite",JUnit,44,Hombre Cis,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1500000,SysAdmin / DevOps / SRE,5,"Amazon Web Services, Azure, Docker, Kubernetes, Linux, Serverless, VMWare, Windows Server","Bash/Shell, Ninguno de los anteriores",Ninguno de los anteriores,MongoDB,Visual Studio Coded UI,31,Hombre Cis,Semi-Senior
Buenos Aires,Full-Time,Staff (planta permanente),1200000,Developer,4,"Docker, Google Cloud Platform",".NET, C#, CSS, HTML, Javascript, SQL",.NET Core,"MongoDB, MySQL, PostgreSQL, Sybase",Postman,27,Hombre Cis,Semi-Senior
Córdoba,Full-Time,Staff (planta permanente),975000,Consultant,4,microsoft,".NET, C#, SQL",.NET Core,Microsoft SQL Server,Ninguna de las anteriores,33,Hombre Cis,Semi-Senior
Tucumán,Full-Time,Staff (planta permanente),792877.62,Functional Analyst,11,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,37,Hombre Cis,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2300000,Technical Leader,2,"Docker, Google Cloud Platform","Python, SQL",Spark,"Google Cloud Storage, MariaDB, Microsoft SQL Server, MongoDB, MySQL, Oracle, PostgreSQL, SQLite",Ninguna de las anteriores,38,Hombre Cis,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2199394.06,Docente,13,"Arduino o similar, Docker, Linux, Microcontroladores","Arduino, Bash/Shell, C++, CSS, HTML, Java, Python, SQL","Bootstrap, Flask, Hibernate, jQuery, Spring","MariaDB, MySQL","JUnit, pytest",36,Hombre Cis,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4100000,Manager / Director,10,"Google Cloud Platform, Serverless, VMWare, Windows Server","Python, R, SQL",TensorFlow,"Google Cloud Storage, Microsoft SQL Server, Big Query","Postman, Selenium",29,Hombre Cis,Senior
Buenos Aires,Full-Time,Contractor,5800000,Manager / Director,15,"Docker, Linux","CSS, Go, HTML, Javascript, PHP, SQL, TypeScript","Bootstrap, jQuery, Node.js, React.js","MariaDB, MySQL, Redis","PHPUnit, Postman, Selenium",38,Hombre Cis,Senior
Buenos Aires,Full-Time,Staff (planta permanente),800000,QA / Tester,3,Ninguna de las anteriores,"CSS, HTML, Java, Python, SQL",Ninguno de los anteriores,"MySQL, SQLite","Katalon, Postman",27,Hombre Cis,Semi-Senior
Buenos Aires,Full-Time,Staff (planta permanente),756845,HelpDesk,3,"Docker, Solaris, VMWare","HTML, Javascript, PHP",Bootstrap,MySQL,Ninguna de las anteriores,27,Hombre Cis,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1216800,BI Analyst / Data Analyst,2,"Docker, Google Cloud Platform, Linux","HTML, Javascript, Python, SQL","Django, jQuery, Node.js","Google Cloud Storage, Microsoft SQL Server, MySQL, Oracle","Postman, Selenium, Playwright ",36,Hombre Cis,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),5336049,Developer,6,"Docker, Kubernetes","Bash/Shell, CSS, HTML, Javascript, TypeScript","Node.js, React.js",Ninguna de las anteriores,"Jest, Postman, Selenium",29,Hombre Cis,Senior
Córdoba,Full-Time,Contractor,960000,Developer,4,"Azure, Windows Server",".NET, C#, SQL",.NET Core,MySQL,Ninguna de las anteriores,29,Hombre Cis,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1854543,BI Analyst / Data Analyst,5,"Linux, Windows Server",SQL,Ninguno de los anteriores,"Microsoft SQL Server, MySQL, Oracle",Ninguna de las anteriores,51,Hombre Cis,Semi-Senior
Río Negro,Full-Time,Staff (planta permanente),1182991,SysAdmin / DevOps / SRE,4,Windows Server,SQL,WordPress,"MariaDB, Microsoft SQL Server, MySQL",Ninguna de las anteriores,27,Hombre Cis,Semi-Senior
Córdoba,Full-Time,Staff (planta permanente),1100000,Recruiter,5,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,32,Mujer Cis,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),380000,QA / Tester,3,Windows Server,".NET, C#, Javascript",".NET Core, Bootstrap, React.js",MySQL,"JUnit, Xunit",35,Mujer Cis,Semi-Senior
Córdoba,Full-Time,Staff (planta permanente),913888,SysAdmin / DevOps / SRE,3,"Docker, Kubernetes, Linux, VMWare","Bash/Shell, C++, SQL",Ninguno de los anteriores,"MySQL, Redis",Ninguna de las anteriores,28,Hombre Cis,Semi-Senior
Santa Fe,Full-Time,Staff (planta permanente),4000000,Scrum Master,9,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,34,Mujer Cis,Senior
Mendoza,Part-Time,Staff (planta permanente),501181.67,Functional Analyst,2,Azure,SQL,Ninguno de los anteriores,MongoDB,Postman,32,Mujer Cis,Junior
Ciudad Autónoma de Buenos Aires,Part-Time,Freelance,900000,Data Engineer,1,Amazon Web Services,"Python, SQL",Ninguno de los anteriores,"Amazon Redshift, Amazon RDS/Aurora",Ninguna de las anteriores,51,Hombre Cis,Junior
Córdoba,Full-Time,Staff (planta permanente),730000,Developer,3,"Docker, Firebase, Linux","HTML, Javascript, SQL","Bootstrap, Next.js, Node.js, React.js, WordPress","Amazon DynamoDB, MongoDB, MySQL, PostgreSQL","Cypress, Jest",27,Hombre Cis,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1200000,QA / Tester,12,"Azure, Docker, Firebase, Kubernetes, Linux, Windows Server","CSS, HTML, Javascript, PHP, SQL",jQuery,"Microsoft SQL Server, MySQL","Appium, Cucumber, Katalon, Postman, SoapUI, Visual Studio Coded UI",50,Hombre Cis,Senior
Entre Ríos,Full-Time,Staff (planta permanente),1800000,SysAdmin / DevOps / SRE,5,"Amazon Web Services, *BSD, Docker, Kubernetes, Linux, Microcontroladores, VMWare, Windows Server","HTML, Javascript, PHP, SQL, TypeScript, 4gl","Bootstrap, CodeIgniter, Node.js, Vue.js","Informix, MySQL, Oracle, PostgreSQL",Puppeteer,45,Hombre Cis,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1000000,HelpDesk,20,Google Cloud Platform,SQL,WordPress,"MongoDB, MySQL",Ninguna de las anteriores,44,Mujer Cis,Senior
Buenos Aires,Full-Time,Contractor,1500000,Developer,2,"Azure, Docker, Microcontroladores",".NET, C#, SQL",.NET Core,"Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server","Postman, Selenium, Xunit",28,Hombre Cis,Junior
Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),507594,Consultant,15,"Arduino o similar, Linux, Windows Server","Arduino, Bash/Shell, CSS, HTML, Python",Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,38,Hombre Cis,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3500000,Manager / Director,4,Nada,Nada,Nada,Nada,Nada,29,Hombre Cis,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),907986,Developer,2,"Amazon Web Services, Docker","CSS, HTML, Javascript",Node.js,Ninguna de las anteriores,Ninguna de las anteriores,36,Hombre Cis,Junior
Buenos Aires,Full-Time,Staff (planta permanente),1510000,QA / Tester,5,"Linux, Solaris","SQL, Xml",Ninguno de los anteriores,Oracle,Ninguna de las anteriores,34,Hombre Cis,Semi-Senior
Buenos Aires,Full-Time,Staff (planta permanente),770000,Developer,2,Linux,"CSS, Dart, HTML, Javascript, PHP, SQL","Bootstrap, CodeIgniter, Flutter, jQuery, React.js","MongoDB, PostgreSQL, SQLite",Postman,33,Hombre Cis,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1411000,Marketing,10,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,38,Hombre Cis,Senior
Santa Fe,Full-Time,Staff (planta permanente),2400000,Manager / Director,24,"Linux, VMWare, Windows Server",Oracle Devoloper Forms & Report,Ninguno de los anteriores,Oracle,Ninguna de las anteriores,50,Hombre Cis,Senior
